STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
36,061,007100,5429,+40.735536,-073.999914
36,061,007200,8664,+40.744983,-073.980567
36,061,007300,6215,+40.734057,-074.004244
36,061,007400,4319,+40.746180,-073.983863
36,061,007500,4159,+40.734621,-074.008072
36,061,007600,2277,+40.747786,-073.986863
36,061,007700,5966,+40.738043,-074.003269
36,061,007800,8391,+40.746676,-073.974374
36,061,007900,4442,+40.737796,-074.007820
36,061,008000,5377,+40.748343,-073.978204
36,061,008100,8047,+40.739727,-073.998849
36,061,008200,3262,+40.749511,-073.981516
36,061,008300,4092,+40.742548,-074.004445
36,061,008400,1595,+40.751030,-073.984693
36,061,008601,2618,+40.744633,-073.972030
36,061,008602,0,+40.749757,-073.966238
36,061,008603,4799,+40.754516,-073.964169
36,061,008700,6338,+40.742476,-073.997293
36,061,008800,7026,+40.748946,-073.971867
36,061,008900,5708,+40.744532,-074.002502
36,061,009000,7883,+40.752566,-073.969812
36,061,009100,6304,+40.744839,-073.995521
36,061,009200,1806,+40.753623,-073.973431
36,061,009300,8780,+40.747323,-074.001207
36,061,009400,73,+40.756276,-073.977520
36,061,009500,3040,+40.746837,-073.994001
36,061,009600,155,+40.757114,-073.980345
36,061,009700,5224,+40.749230,-073.998386
36,061,009800,7316,+40.755757,-073.967501
36,061,009900,1945,+40.748860,-074.005112
36,061,010000,1992,+40.758860,-073.970220
36,061,010100,1116,+40.749024,-073.991046
36,061,010200,230,+40.759529,-073.974986
36,061,010300,2058,+40.752133,-073.996114
36,061,010400,966,+40.762291,-073.976565
36,061,010601,7351,+40.757290,-073.961883
36,061,010602,4875,+40.761145,-073.958952
36,061,010800,9039,+40.758867,-073.965276
36,061,010900,183,+40.753109,-073.990578
36,061,011000,7169,+40.762596,-073.962949
36,061,011100,3512,+40.754732,-073.995550
36,061,011201,992,+40.764209,-073.975402
36,061,011202,441,+40.762575,-073.971690
36,061,011203,1401,+40.761032,-073.968791
36,061,011300,117,+40.753616,-073.987461
36,061,011401,1412,+40.764941,-073.970201
36,061,011402,2397,+40.763623,-073.967043
36,061,011500,2303,+40.757427,-073.992902
36,061,011600,3543,+40.763435,-073.957618
36,061,011700,3364,+40.760723,-073.999123
36,061,011800,8767,+40.765291,-073.961008
36,061,011900,1120,+40.757192,-073.986437
36,061,012000,3971,+40.766800,-073.964460
36,061,012100,8554,+40.759688,-073.992159
36,061,012200,3633,+40.768445,-073.967839
36,061,012400,10218,+40.766865,-073.954423
36,061,012500,2719,+40.760615,-073.985550
36,061,012600,12774,+40.768386,-073.958519
36,061,012700,6928,+40.762232,-073.989948
36,061,012800,6270,+40.771389,-073.961259
36,061,012900,6038,+40.762371,-073.995755
36,061,013000,4195,+40.772811,-073.964547
36,061,013100,2816,+40.763021,-073.983241
36,061,013200,10590,+40.770022,-073.951434
36,061,013300,6208,+40.764485,-073.987884
36,061,013400,11174,+40.771613,-073.955950
36,061,013500,6596,+40.767771,-073.991617
36,061,013600,15344,+40.772867,-073.948902
36,061,013700,6471,+40.765363,-073.979991
36,061,013800,12444,+40.774764,-073.953901
36,061,013900,9257,+40.767228,-073.985852
36,061,014000,7813,+40.776129,-073.957883
36,061,014200,4462,+40.777340,-073.961303
36,061,014300,25,+40.790250,-073.959844
36,061,014401,4864,+40.775326,-073.947687
36,061,014402,6743,+40.776953,-073.946446
36,061,014500,5542,+40.769930,-073.984727
36,061,014601,4274,+40.777142,-073.952159
36,061,014602,7904,+40.778812,-073.951211
36,061,014700,2755,+40.771524,-073.988658
36,061,014801,2863,+40.778746,-073.955910
36,061,014802,7066,+40.781176,-073.954397
36,061,014900,5842,+40.771935,-073.981339
36,061,015001,2294,+40.780312,-073.959255
36,061,015002,5437,+40.782196,-073.957595
36,061,015100,8306,+40.774107,-073.988388
36,061,015200,7275,+40.779779,-073.945503
36,061,015300,9320,+40.775118,-073.981101
36,061,015400,13749,+40.781416,-073.949176
36,061,015500,9350,+40.777341,-073.986537
36,061,015601,5345,+40.783800,-073.947701
36,061,015602,2298,+40.785510,-073.947491
36,061,015700,10751,+40.777384,-073.978778
36,061,015801,5650,+40.784177,-073.952153
36,061,015802,3346,+40.786339,-073.950287
36,061,015900,9623,+40.779640,-073.984495
36,061,016001,3744,+40.785876,-073.955044
36,061,016002,3131,+40.787836,-073.953591
36,061,016100,6437,+40.779764,-073.977195
36,061,016200,9308,+40.788602,-073.939395
36,061,016300,6624,+40.782290,-073.982317
36,061,016400,6127,+40.787763,-073.944412
36,061,016500,6402,+40.783035,-073.975750
36,061,016600,7317,+40.789314,-073.948322
36,061,016700,6564,+40.784770,-073.979985
36,061,016800,5675,+40.791259,-073.951064
36,061,016900,8108,+40.785124,-073.972839
36,061,017000,7855,+40.790880,-073.941801
36,061,017100,8989,+40.787547,-073.978375
36,061,017200,5504,+40.794008,-073.945003
36,061,017300,8939,+40.787689,-073.971244
36,061,017401,5248,+40.794939,-073.948906
36,061,017402,2093,+40.796923,-073.947927
36,061,017500,10820,+40.790049,-073.976765
36,061,017700,9151,+40.790276,-073.969444
36,061,017800,3912,+40.795735,-073.933772
36,061,017900,9293,+40.792594,-073.974391
36,061,018000,7476,+40.794652,-073.939447
36,061,018100,8866,+40.792643,-073.967756
36,061,018200,6768,+40.798320,-073.942081
36,061,018300,8667,+40.795045,-073.972766
36,061,018400,7835,+40.799473,-073.945274
36,061,018500,4190,+40.794324,-073.966272
36,061,018600,5701,+40.799153,-073.949738
36,061,018700,8974,+40.797539,-073.970890
36,061,018800,6008,+40.797644,-073.937447
36,061,018900,11547,+40.797194,-073.963929
36,061,019000,3083,+40.801936,-073.947637
36,061,019100,8807,+40.800034,-073.969009
36,061,019200,3584,+40.798823,-073.931457
36,061,019300,9009,+40.800426,-073.961668
36,061,019400,6558,+40.800668,-073.935015
36,061,019500,8197,+40.802626,-073.966881
36,061,019600,3931,+40.802504,-073.939350
36,061,019701,641,+40.803496,-073.961768
36,061,019702,2090,+40.802173,-073.957974
36,061,019800,1914,+40.804173,-073.941481
36,061,019900,10064,+40.805230,-073.965137
36,061,020000,2581,+40.805295,-073.945622
36,061,020101,1731,+40.806707,-073.960026
36,061,020102,3865,+40.805042,-073.956651
36,061,020300,3633,+40.808844,-073.961431
36,061,020500,5322,+40.808816,-073.964717
36,061,020600,2942,+40.808337,-073.938860
36,061,020701,3329,+40.808940,-073.958480
36,061,020800,4591,+40.809674,-073.942024
36,061,020901,3673,+40.811725,-073.955519
36,061,021000,6637,+40.812422,-073.936184
36,061,021100,10330,+40.813810,-073.959381
36,061,021200,4412,+40.813769,-073.939001
36,061,021303,5619,+40.814221,-073.952796
36,061,021400,3001,+40.816936,-073.936769
36,061,021500,3068,+40.814213,-073.948948
36,061,021600,7556,+40.800629,-073.954340
36,061,021703,6,+40.818471,-073.948915
36,061,021800,6617,+40.803297,-073.952728
36,061,021900,6023,+40.817106,-073.955418
36,061,022000,5370,+40.805902,-073.951108
36,061,022102,2175,+40.818837,-073.946246
36,061,022200,2644,+40.807831,-073.949303
36,061,022301,7917,+40.820521,-073.954572
36,061,022302,3385,+40.820002,-073.956901
36,061,022400,6427,+40.811416,-073.947040
36,061,022500,10149,+40.823050,-073.952519
36,061,022600,3778,+40.813561,-073.944713
36,061,022700,4864,+40.822788,-073.946268
36,061,022800,5248,+40.815906,-073.942809
36,061,022900,8300,+40.825401,-073.950367
36,061,023000,8106,+40.818667,-073.941229
36,061,023100,5865,+40.826004,-073.944459
36,061,023200,7980,+40.821027,-073.939746
36,061,023300,6527,+40.828139,-073.948259
36,061,023400,4465,+40.824072,-073.938999
36,061,023501,6004,+40.829208,-073.942020
36,061,023502,1819,+40.827685,-073.939062
36,061,023600,6404,+40.824343,-073.936483
36,061,023700,6811,+40.830412,-073.947261
36,061,023801,9723,+40.760673,-073.951360
36,061,023802,1938,+40.770308,-073.942216
36,061,023900,2371,+40.832747,-073.940879
36,061,024000,1648,+40.789803,-073.927123
36,061,024100,7642,+40.833848,-073.945182
36,061,024200,3396,+40.805950,-073.936027
36,061,024301,3946,+40.836136,-073.938724
36,061,024302,7370,+40.832196,-073.937227
36,061,024500,14934,+40.836671,-073.942081
36,061,024700,7074,+40.837255,-073.945531
36,061,024900,1101,+40.838777,-073.936885
36,061,025100,2526,+40.840029,-073.938426
36,061,025300,11236,+40.842910,-073.938138
36,061,025500,5771,+40.844875,-073.942090
36,061,025700,3876,+40.807924,-073.954451
36,061,025900,3496,+40.823328,-073.942269
36,061,026100,12087,+40.845792,-073.934557
36,061,026300,8729,+40.846903,-073.937241
36,061,026500,7021,+40.849727,-073.939183
36,061,026700,2173,+40.850641,-073.928414
36,061,026900,8428,+40.851050,-073.930722
36,061,027100,8196,+40.851979,-073.934212
36,061,027300,6370,+40.853277,-073.937642
36,061,027500,2846,+40.854198,-073.939439
36,061,027700,7086,+40.855147,-073.928162
36,061,027900,10292,+40.855933,-073.930947
36,061,028100,2867,+40.856388,-073.934977
36,061,028300,7627,+40.858916,-073.928900
36,061,028500,7216,+40.861657,-073.927835
36,061,028700,4035,+40.864332,-073.928468
36,061,029100,11288,+40.864083,-073.923610
36,061,029300,9033,+40.865864,-073.920095
36,061,029500,6941,+40.867604,-073.924906
36,061,029700,161,+40.872064,-073.923039
36,061,029900,3834,+40.861538,-073.921560
36,061,030300,3753,+40.869272,-073.918406
36,061,030700,3434,+40.871456,-073.917048
36,061,030900,8463,+40.875793,-073.909748
36,061,031100,2,+40.839244,-073.934715
36,061,031703,7709,+40.715463,-074.015441
36,061,031704,5677,+40.708202,-074.016948
36,061,031900,11,+40.702849,-074.015062
36,063,020100,3619,+43.123692,-079.050509
36,063,020200,2262,+43.118207,-079.043628
36,063,020300,2224,+43.106154,-079.022522
36,063,020400,1563,+43.109108,-079.038833
36,063,020500,2274,+43.101325,-079.054352
36,063,020600,1439,+43.104817,-079.043875
36,063,020700,2775,+43.104684,-079.034324
36,063,020900,2451,+43.098262,-079.045177
36,063,021000,2837,+43.098497,-079.032979
36,063,021100,1591,+43.089276,-079.056930
36,063,021200,2462,+43.091490,-079.046308
36,063,021300,2071,+43.091713,-079.037285
36,063,021400,1974,+43.091452,-079.028215
36,063,021700,3502,+43.088355,-079.027380
36,063,022000,3495,+43.080776,-078.990794
36,063,022100,2480,+43.085050,-078.978404
36,063,022200,3805,+43.075693,-078.969634
36,063,022300,2524,+43.084322,-078.967199
36,063,022401,1897,+43.084882,-078.954415
36,063,022500,2948,+43.093089,-078.951385
36,063,022601,2338,+43.124607,-079.005700
36,063,022602,6040,+43.110469,-078.970860
36,063,022702,6397,+43.095859,-078.768628
36,063,022711,9876,+43.092512,-078.860721
36,063,022712,8241,+43.081044,-078.905159
36,063,022803,3644,+43.056367,-078.858376
36,063,022804,3271,+43.057341,-078.844702
36,063,022901,2341,+43.049057,-078.884072
36,063,022902,3121,+43.058394,-078.890692
36,063,023001,2225,+43.039299,-078.878909
36,063,023100,2370,+43.033753,-078.872816
36,063,023200,2838,+43.027549,-078.869545
36,063,023300,6993,+43.031441,-078.851214
36,063,023401,7400,+43.166674,-078.701086
36,063,023402,4259,+43.158275,-078.642618
36,063,023404,5127,+43.112336,-078.669322
36,063,023405,3743,+43.124492,-078.686618
36,063,023500,2617,+43.180004,-078.688245
36,063,023600,3878,+43.171378,-078.704919
36,063,023700,2059,+43.167505,-078.691848
36,063,023800,3364,+43.172384,-078.678969
36,063,023901,3941,+43.159558,-078.690558
36,063,023902,5306,+43.165311,-078.671699
36,063,024001,5985,+43.164037,-078.557789
36,063,024002,1840,+43.211128,-078.475817
36,063,024101,3952,+43.255434,-078.552783
36,063,024102,2662,+43.335818,-078.549132
36,063,024201,6799,+43.266690,-078.690859
36,063,024202,2867,+43.317195,-078.707828
36,063,024301,1264,+43.310952,-078.827011
36,063,024302,4729,+43.265856,-078.831989
36,063,024303,5839,+43.170445,-078.829650
36,063,024401,2701,+43.174101,-079.039388
36,063,024404,4795,+43.169757,-079.020352
36,063,024405,5329,+43.189769,-078.978502
36,063,024406,3437,+43.137492,-078.985928
36,063,024501,2783,+43.244231,-079.042135
36,063,024502,3988,+43.252377,-078.965692
36,063,024600,4765,+43.054716,-078.873534
36,063,940001,1152,+43.162757,-078.944421
36,063,940100,0,+43.088886,-078.477225
36,063,990000,0,+43.456908,-078.792653
36,065,020102,1237,+43.107529,-075.247270
36,065,020300,1366,+43.099584,-075.234786
36,065,020705,2090,+43.084679,-075.257583
36,065,020802,3949,+43.093429,-075.206447
36,065,020803,2719,+43.096031,-075.216093
36,065,020900,2250,+43.102152,-075.247391
36,065,021000,1734,+43.097992,-075.224012
36,065,021101,1159,+43.097720,-075.244138
36,065,021102,2541,+43.093686,-075.252710
36,065,021103,1520,+43.088093,-075.266260
36,065,021201,2064,+43.090508,-075.229290
36,065,021202,2860,+43.084422,-075.234656
36,065,021301,3326,+43.079888,-075.204918
36,065,021302,3747,+43.089736,-075.215594
36,065,021303,3039,+43.081369,-075.222578
36,065,021401,2676,+43.098732,-075.257567
36,065,021402,1799,+43.106576,-075.260758
36,065,021500,2593,+43.088046,-075.238444
36,065,021601,5292,+43.114784,-075.186562
36,065,021602,2292,+43.124027,-075.218117
36,065,021701,3295,+43.075917,-075.271197
36,065,021702,2572,+43.081682,-075.278130
36,065,021900,1867,+43.206623,-075.464075
36,065,022000,3599,+43.221641,-075.473671
36,065,022100,2791,+43.226949,-075.463712
36,065,022200,2616,+43.227123,-075.448918
36,065,022400,3458,+43.220018,-075.439931
36,065,022500,4490,+43.212739,-075.435077
36,065,022701,2065,+43.238797,-075.448415
36,065,022702,4016,+43.258245,-075.465935
36,065,022800,2852,+43.201504,-075.483516
36,065,023000,6179,+43.123754,-075.440739
36,065,023200,4386,+43.124176,-075.297962
36,065,023300,2694,+43.111537,-075.271862
36,065,023400,4876,+43.100170,-075.289100
36,065,023501,2302,+43.110368,-075.305925
36,065,023502,4444,+43.114210,-075.327318
36,065,023702,3819,+43.229077,-075.343804
36,065,023901,2302,+43.130171,-075.202544
36,065,023902,1971,+43.176293,-075.160007
36,065,024000,4498,+43.252833,-075.203116
36,065,024101,1535,+43.467525,-075.167307
36,065,024102,3029,+43.344529,-075.195424
36,065,024200,4555,+43.476306,-075.315290
36,065,024301,2970,+43.288987,-075.471892
36,065,024302,3516,+43.310688,-075.522960
36,065,024303,2627,+43.345503,-075.412146
36,065,024400,4037,+43.339217,-075.651951
36,065,024500,4934,+43.341700,-075.757220
36,065,025001,3217,+43.067075,-075.361645
36,065,025002,3981,+43.042921,-075.377913
36,065,025003,3117,+43.046706,-075.413390
36,065,025100,1847,+43.070315,-075.289610
36,065,025200,4367,+43.081551,-075.335726
36,065,025300,7122,+43.056479,-075.293833
36,065,025400,5990,+43.055979,-075.251475
36,065,025500,4411,+42.989397,-075.260463
36,065,025600,4151,+42.966584,-075.441797
36,065,025700,2561,+42.919821,-075.383281
36,065,025800,1522,+42.899656,-075.250021
36,065,025900,2152,+43.179557,-075.481094
36,065,026100,2810,+43.156087,-075.352300
36,065,026200,6069,+43.166396,-075.256117
36,065,026300,3815,+43.217175,-075.456984
36,065,026400,5105,+43.090920,-075.244075
36,065,026500,998,+43.098641,-075.268213
36,065,026600,2913,+43.159816,-075.304207
36,065,026700,5440,+43.241469,-075.739480
36,065,940000,3071,+43.070525,-075.598210
36,065,940100,6293,+43.149820,-075.614896
36,065,940200,5367,+43.071766,-075.555036
36,065,980002,2,+43.108047,-075.215855
36,065,980003,5,+43.081007,-075.249800
36,065,980100,4,+43.245998,-075.414562
36,067,000100,579,+43.057496,-076.161050
36,067,000200,3545,+43.074289,-076.158296
36,067,000300,1561,+43.080888,-076.148490
36,067,000400,3707,+43.076457,-076.140955
36,067,000501,2358,+43.063269,-076.155062
36,067,000600,3534,+43.069645,-076.152637
36,067,000700,1853,+43.069242,-076.145658
36,067,000800,2647,+43.068081,-076.139000
36,067,000900,3078,+43.068559,-076.125789
36,067,001000,4004,+43.072033,-076.110153
36,067,001400,3099,+43.063811,-076.148364
36,067,001500,2748,+43.061629,-076.140495
36,067,001600,2983,+43.056895,-076.138466
36,067,001701,2438,+43.057677,-076.126328
36,067,001702,2526,+43.061482,-076.118515
36,067,001800,2682,+43.063580,-076.109580
36,067,001900,3894,+43.064301,-076.098328
36,067,002000,2264,+43.056265,-076.194864
36,067,002101,2791,+43.051780,-076.172349
36,067,002300,1736,+43.056280,-076.146662
36,067,002400,2064,+43.054620,-076.134714
36,067,002700,1879,+43.050264,-076.190720
36,067,002901,2683,+43.046062,-076.183647
36,067,003000,2111,+43.044578,-076.161886
36,067,003200,2146,+43.046816,-076.148401
36,067,003400,1472,+43.046927,-076.129761
36,067,003500,2673,+43.045896,-076.119741
36,067,003601,2404,+43.048320,-076.109894
36,067,003602,2184,+43.051023,-076.097028
36,067,003800,2520,+43.035714,-076.178682
36,067,003900,3602,+43.037080,-076.166551
36,067,004000,1580,+43.041679,-076.164200
36,067,004200,2065,+43.039263,-076.146133
36,067,004301,1510,+43.039661,-076.140577
36,067,004302,6978,+43.039480,-076.132495
36,067,004400,2418,+43.034921,-076.125782
36,067,004500,4227,+43.036467,-076.118602
36,067,004600,5120,+43.040606,-076.098840
36,067,004800,1495,+43.028191,-076.190416
36,067,004900,1588,+43.028922,-076.178959
36,067,005000,2735,+43.026262,-076.170582
36,067,005100,2434,+43.023161,-076.160650
36,067,005200,2127,+43.032064,-076.159628
36,067,005300,1975,+43.031688,-076.147477
36,067,005400,2761,+43.024755,-076.146043
36,067,005500,3729,+43.019809,-076.133787
36,067,005601,1473,+43.024012,-076.120754
36,067,005602,2483,+43.018597,-076.118474
36,067,005700,1956,+43.015408,-076.163318
36,067,005800,2510,+43.019368,-076.152335
36,067,005900,1834,+43.016741,-076.144863
36,067,006000,3646,+43.003559,-076.154587
36,067,006101,4096,+43.006800,-076.141694
36,067,006102,2118,+42.997952,-076.128450
36,067,006103,2545,+42.992195,-076.141691
36,067,010100,2818,+43.185806,-076.029254
36,067,010200,5892,+43.222683,-076.128706
36,067,010301,5573,+43.164530,-076.104368
36,067,010321,2784,+43.183685,-076.085502
36,067,010322,4010,+43.188755,-076.099042
36,067,010400,3932,+43.157286,-076.034943
36,067,010500,2447,+43.145298,-076.103118
36,067,010600,2185,+43.129919,-076.107624
36,067,010700,1991,+43.136343,-076.123730
36,067,010800,4809,+43.132178,-076.137966
36,067,010900,2295,+43.126557,-076.151486
36,067,011011,3371,+43.126345,-076.170806
36,067,011012,3769,+43.132720,-076.181560
36,067,011021,2947,+43.145861,-076.168908
36,067,011022,3179,+43.137663,-076.149762
36,067,011101,5907,+43.140377,-076.219893
36,067,011102,3608,+43.128658,-076.210520
36,067,011201,3924,+43.170056,-076.254095
36,067,011202,4800,+43.175028,-076.238064
36,067,011231,4820,+43.157744,-076.221447
36,067,011232,3796,+43.171722,-076.217515
36,067,011241,2162,+43.170460,-076.163943
36,067,011242,6246,+43.164604,-076.141199
36,067,011300,2573,+43.211405,-076.215651
36,067,011401,6934,+43.189407,-076.295199
36,067,011402,4254,+43.185299,-076.402880
36,067,011500,5459,+43.148952,-076.288477
36,067,011600,5112,+43.167251,-076.339354
36,067,011700,3099,+43.150153,-076.338199
36,067,011800,6360,+43.128170,-076.301815
36,067,011900,3726,+43.122245,-076.366574
36,067,012000,5922,+43.052148,-076.445463
36,067,012100,4137,+43.062936,-076.311646
36,067,012200,1213,+43.039294,-076.309084
36,067,012300,3452,+43.032060,-076.290877
36,067,012400,4268,+43.049158,-076.279479
36,067,012500,3699,+43.048518,-076.253836
36,067,012600,5425,+43.037690,-076.246323
36,067,012700,1973,+43.057288,-076.244013
36,067,012800,3129,+43.095823,-076.245961
36,067,012900,2572,+43.059810,-076.211936
36,067,013000,4012,+43.053784,-076.211725
36,067,013100,4449,+43.042076,-076.220662
36,067,013200,2958,+43.040099,-076.203419
36,067,013300,2347,+43.106545,-076.209832
36,067,013400,5505,+43.123728,-076.231486
36,067,013500,5192,+43.108177,-076.174169
36,067,013600,3164,+43.102021,-076.193779
36,067,013701,4979,+43.088348,-076.177058
36,067,013800,2138,+43.112149,-076.154484
36,067,013900,2726,+43.102239,-076.136504
36,067,014000,3822,+43.097294,-076.146102
36,067,014200,3837,+43.081134,-076.128108
36,067,014300,3084,+43.066485,-076.072250
36,067,014400,2471,+43.076238,-076.089268
36,067,014500,4074,+43.083971,-076.067872
36,067,014600,4967,+43.047009,-076.076404
36,067,014700,5946,+43.024940,-076.086941
36,067,014800,3101,+43.022528,-076.047959
36,067,014900,2195,+42.990640,-076.080660
36,067,015000,4460,+43.033523,-076.003590
36,067,015100,5653,+43.019508,-076.000779
36,067,015201,3190,+43.003535,-076.000089
36,067,015202,4337,+43.002750,-075.955386
36,067,015203,2596,+42.992620,-075.980812
36,067,015400,5790,+43.073124,-076.015013
36,067,015500,2819,+43.052755,-076.021743
36,067,015601,3525,+43.072247,-075.971287
36,067,015700,7080,+42.942321,-075.979449
36,067,015800,4952,+42.912410,-076.101270
36,067,016001,3407,+42.953421,-076.232846
36,067,016002,2967,+43.006496,-076.258463
36,067,016100,2383,+42.987802,-076.116759
36,067,016200,2265,+42.978433,-076.144303
36,067,016300,8095,+43.000939,-076.188939
36,067,016400,3984,+43.022798,-076.215184
36,067,016501,1863,+42.939953,-076.318883
36,067,016502,4347,+42.988495,-076.335245
36,067,016600,4617,+42.964488,-076.426470
36,067,016700,2592,+42.914534,-076.413804
36,067,016801,1686,+42.848264,-076.308734
36,067,016802,2541,+42.865822,-076.233254
36,067,016901,2738,+42.802416,-076.128043
36,067,016902,1964,+42.832627,-076.005205
36,067,940000,468,+42.943062,-076.156974
36,069,050101,3472,+42.995932,-077.447210
36,069,050102,10803,+42.990815,-077.401934
36,069,050201,6192,+42.996816,-077.336525
36,069,050202,5633,+42.957894,-077.343710
36,069,050301,4605,+42.988936,-077.166707
36,069,050302,4790,+42.963472,-077.217530
36,069,050400,7072,+42.955675,-077.057541
36,069,050500,6100,+42.903677,-077.466016
36,069,050601,5717,+42.839014,-077.305667
36,069,050602,4303,+42.913511,-077.305821
36,069,050800,2980,+42.893512,-077.293434
36,069,050900,2322,+42.899510,-077.281943
36,069,051000,2919,+42.879754,-077.285174
36,069,051100,2324,+42.887059,-077.273270
36,069,051200,3747,+42.894054,-077.206344
36,069,051300,4247,+42.808442,-077.210351
36,069,051400,2721,+42.837840,-077.078966
36,069,051500,3278,+42.845751,-076.996555
36,069,051600,4012,+42.869495,-076.995192
36,069,051700,2030,+42.879044,-076.980001
36,069,051800,2548,+42.872230,-076.981590
36,069,051900,4684,+42.859021,-076.988897
36,069,052000,5025,+42.767892,-077.531976
36,069,052100,3905,+42.776872,-077.413396
36,069,052200,2502,+42.617601,-077.416810
36,071,000100,3525,+41.513831,-074.015303
36,071,000200,2566,+41.509862,-074.034487
36,071,000300,6770,+41.504172,-074.022367
36,071,000400,4957,+41.505824,-074.011107
36,071,000501,3203,+41.498244,-074.015942
36,071,000502,4578,+41.493676,-074.013796
36,071,000600,3336,+41.499831,-074.035873
36,071,001100,4744,+41.451276,-074.407756
36,071,001200,2541,+41.456339,-074.412427
36,071,001300,3246,+41.457876,-074.421147
36,071,001500,5007,+41.439382,-074.414837
36,071,001600,6314,+41.433649,-074.436816
36,071,002100,3358,+41.380728,-074.683614
36,071,002200,3413,+41.371708,-074.687501
36,071,002300,2057,+41.375750,-074.699054
36,071,010101,4414,+41.577246,-074.094785
36,071,010102,4856,+41.569734,-074.027596
36,071,010200,5018,+41.541316,-074.014193
36,071,010300,3438,+41.535726,-074.051313
36,071,010400,3649,+41.513664,-074.056211
36,071,010500,8357,+41.529572,-074.094698
36,071,010600,7168,+41.554028,-074.193189
36,071,010700,6978,+41.561888,-074.191005
36,071,010801,3630,+41.496062,-074.215631
36,071,010802,4868,+41.524977,-074.227956
36,071,010901,3537,+41.602290,-074.288240
36,071,010902,5779,+41.555899,-074.337371
36,071,011000,4761,+41.498906,-074.365186
36,071,011101,2914,+41.483461,-074.376205
36,071,011102,4372,+41.473654,-074.357288
36,071,011200,4307,+41.440403,-074.395326
36,071,011300,6842,+41.466924,-074.392275
36,071,011400,4072,+41.477930,-074.449870
36,071,011500,7018,+41.472379,-074.522284
36,071,011601,4169,+41.411979,-074.640169
36,071,011602,3732,+41.448161,-074.672708
36,071,011701,4616,+41.378194,-074.586390
36,071,011702,4490,+41.333867,-074.537782
36,071,011801,4592,+41.403568,-074.470519
36,071,011802,2674,+41.376600,-074.448167
36,071,011900,6228,+41.384763,-074.350401
36,071,012100,3893,+41.393606,-074.322140
36,071,012200,3566,+41.403639,-074.315638
36,071,012300,5506,+41.443451,-074.249694
36,071,012601,3317,+41.479600,-074.054076
36,071,012602,3369,+41.459789,-074.052526
36,071,012700,4105,+41.480472,-074.025531
36,071,012800,4962,+41.466344,-074.032112
36,071,012900,3184,+41.442550,-074.019224
36,071,013000,4368,+41.439453,-074.043564
36,071,013100,5094,+41.423187,-074.065371
36,071,013201,5124,+41.432703,-074.146663
36,071,013202,2436,+41.428538,-074.165289
36,071,013300,7160,+41.389448,-074.184811
36,071,013400,3308,+41.373085,-074.180412
36,071,013500,6267,+41.355700,-074.132451
36,071,013600,6763,+41.392706,-073.964571
36,071,013700,2746,+41.371965,-073.967911
36,071,013800,2983,+41.345726,-073.979219
36,071,013900,4419,+41.340080,-074.114097
36,071,014101,4057,+41.322033,-074.180987
36,071,014102,5257,+41.313574,-074.158494
36,071,014201,3896,+41.321433,-074.210177
36,071,014202,6491,+41.300817,-074.193637
36,071,014301,5023,+41.363262,-074.278557
36,071,014302,6958,+41.310683,-074.262173
36,071,014400,4601,+41.318496,-074.355729
36,071,014501,4432,+41.291801,-074.442993
36,071,014502,5435,+41.249598,-074.385232
36,071,014600,6884,+41.254477,-074.355203
36,071,014700,4465,+41.285816,-074.301857
36,071,014800,6248,+41.219972,-074.292779
36,071,014900,3624,+41.200284,-074.206414
36,071,015003,3624,+41.341619,-074.161677
36,071,015004,6464,+41.337408,-074.166420
36,071,015005,4160,+41.344966,-074.175666
36,071,015006,6630,+41.345614,-074.171274
36,071,015100,6392,+41.449761,-074.427983
36,071,015200,9508,+41.463850,-074.112985
36,073,040200,3298,+43.262964,-078.379193
36,073,040300,2677,+43.180472,-078.384763
36,073,040400,3482,+43.222950,-078.388762
36,073,040500,2647,+43.213919,-078.386566
36,073,040600,7666,+43.230587,-078.212482
36,073,040700,6200,+43.247441,-078.192204
36,073,040801,4688,+43.195228,-078.040633
36,073,040802,3948,+43.246930,-078.042087
36,073,401200,3404,+43.333670,-078.361728
36,073,401300,4873,+43.334067,-078.104517
36,073,990000,0,+43.502286,-078.229725
36,075,020100,3543,+43.535094,-075.925020
36,075,020200,3939,+43.640021,-076.106378
36,075,020301,2365,+43.568253,-076.127502
36,075,020302,3353,+43.544445,-076.126709
36,075,020400,5197,+43.455786,-076.213003
36,075,020500,5894,+43.434998,-076.037751
36,075,020600,4973,+43.268020,-075.958554
36,075,020701,4252,+43.299595,-076.078682
36,075,020702,4206,+43.278707,-076.156466
36,075,020703,5244,+43.337068,-076.152903
36,075,020800,3664,+43.364707,-076.266021
36,075,020901,2382,+43.231214,-076.296384
36,075,020902,6119,+43.259311,-076.262835
36,075,021000,5926,+43.356909,-076.386427
36,075,021101,3913,+43.325910,-076.409693
36,075,021102,2411,+43.317782,-076.402971
36,075,021103,2945,+43.307581,-076.412755
36,075,021104,2627,+43.322158,-076.425476
36,075,021200,6821,+43.300076,-076.439410
36,075,021300,4854,+43.313697,-076.552952
36,075,021401,7984,+43.431989,-076.551170
36,075,021402,1659,+43.401503,-076.484783
36,075,021501,2856,+43.476156,-076.314192
36,075,021502,6840,+43.459061,-076.431780
36,075,021601,2976,+43.457035,-076.517262
