Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
7/29/11,Albury,-1.4,14.7,0.0,,,E,17.0,NW,ESE,2.0,9.0,92.0,52.0,1028.9,1024.7,,,3.6,14.1,No,0.2,No
7/30/11,Albury,0.6,16.1,0.2,,,SE,19.0,WNW,SSE,2.0,13.0,89.0,54.0,1024.6,1020.0,,,4.9,15.8,No,1.0,No
7/31/11,Albury,4.9,14.7,1.0,,,E,20.0,NNE,ENE,2.0,15.0,96.0,76.0,1021.7,1019.8,,,8.8,13.8,No,0.0,No
8/1/11,Albury,3.4,19.0,0.0,,,NE,20.0,,NNE,0.0,11.0,92.0,55.0,1021.6,1018.5,,,8.7,18.9,No,0.0,No
8/2/11,Albury,6.5,20.6,0.0,,,ENE,26.0,,NE,0.0,13.0,90.0,44.0,1022.2,1018.0,,,10.7,19.5,No,0.2,No
8/3/11,Albury,3.9,21.5,0.2,,,NNE,28.0,,NE,0.0,15.0,92.0,43.0,1022.2,1019.9,,,9.0,21.3,No,0.0,No
8/4/11,Albury,7.1,22.9,0.0,,,NNE,35.0,ESE,N,7.0,24.0,64.0,37.0,1024.0,1021.4,,,14.7,22.7,No,0.0,No
8/5/11,Albury,5.6,20.7,0.0,,,ESE,44.0,SE,NNE,7.0,24.0,65.0,42.0,1023.0,1018.1,,,13.9,20.3,No,14.6,Yes
8/6/11,Albury,9.9,12.9,14.6,,,WSW,30.0,SE,ESE,7.0,6.0,99.0,92.0,1019.4,1014.8,8.0,,10.3,12.4,Yes,4.2,Yes
8/7/11,Albury,5.3,11.1,4.2,,,WNW,28.0,WNW,SSW,9.0,7.0,96.0,84.0,1016.4,1013.2,,,7.6,9.6,Yes,8.2,Yes
8/8/11,Albury,7.1,12.3,8.2,,,WSW,24.0,S,W,6.0,13.0,95.0,76.0,1011.9,1009.5,7.0,,7.6,9.7,Yes,1.2,Yes
8/9/11,Albury,3.1,10.1,1.2,,,W,24.0,ENE,WNW,2.0,13.0,89.0,76.0,1010.2,1008.4,,7.0,6.3,9.9,Yes,3.6,Yes
8/10/11,Albury,6.3,10.9,3.6,,,WNW,19.0,N,W,4.0,13.0,89.0,83.0,1009.3,1006.9,,,8.9,10.4,Yes,2.8,Yes
8/11/11,Albury,3.4,16.8,2.8,,,SSE,37.0,SE,SE,4.0,22.0,84.0,50.0,1012.0,1012.3,,,7.4,16.7,Yes,0.0,No
8/12/11,Albury,1.6,16.3,0.0,,,SW,24.0,SSE,W,4.0,15.0,74.0,43.0,1020.7,1019.5,,,6.9,16.2,No,0.0,No
8/13/11,Albury,0.7,13.4,0.0,,,ESE,13.0,,E,0.0,7.0,91.0,65.0,1025.0,1023.1,,,5.8,13.0,No,0.0,No
8/14/11,Albury,4.3,17.3,0.0,,,SSE,22.0,,NNW,0.0,4.0,88.0,50.0,1027.1,1024.0,,,8.2,16.3,No,1.2,Yes
8/15/11,Albury,3.9,13.8,1.2,,,ENE,15.0,SE,ESE,6.0,7.0,86.0,73.0,1025.6,1021.7,,,9.3,13.3,Yes,0.2,No
8/16/11,Albury,9.0,19.4,0.2,,,NE,24.0,,NNE,0.0,13.0,80.0,45.0,1020.8,1016.2,,,11.8,18.7,No,5.6,Yes
8/17/11,Albury,7.1,12.6,5.6,,,NE,44.0,SE,NE,4.0,28.0,95.0,91.0,1011.8,1005.7,,,10.4,11.8,Yes,30.8,Yes
8/18/11,Albury,7.4,10.8,30.8,,,WNW,35.0,WNW,WNW,19.0,15.0,90.0,91.0,1010.7,1010.2,,,7.5,9.6,Yes,0.8,No
8/19/11,Albury,6.9,19.3,0.8,,,SE,28.0,SSE,SE,11.0,19.0,88.0,49.0,1021.0,1020.7,,,8.2,19.1,No,0.0,No
8/20/11,Albury,3.2,17.3,0.0,,,SE,22.0,SE,SSE,7.0,9.0,62.0,32.0,1031.5,1030.4,,,11.2,16.6,No,0.0,No
8/21/11,Albury,2.1,18.0,0.0,,,SW,20.0,ESE,SW,6.0,11.0,79.0,46.0,1037.3,1034.6,,,8.9,17.4,No,0.0,No
8/22/11,Albury,1.8,17.7,0.0,,,WSW,22.0,NNE,NW,6.0,7.0,79.0,47.0,1039.9,1036.0,,,8.8,17.1,No,0.0,No
8/23/11,Albury,2.5,16.9,0.0,,,S,17.0,E,NNE,7.0,9.0,99.0,56.0,1037.3,1032.6,,,6.4,16.1,No,0.0,No
8/24/11,Albury,2.4,17.5,0.0,,,ENE,17.0,ESE,SE,11.0,6.0,99.0,56.0,1031.4,1026.7,,,6.6,16.8,No,0.0,No
8/25/11,Albury,2.5,20.7,0.0,,,N,31.0,SSE,N,7.0,19.0,99.0,48.0,1025.6,1020.6,,,7.2,20.2,No,0.0,No
8/26/11,Albury,1.9,16.6,0.0,,,WNW,24.0,S,W,6.0,13.0,99.0,36.0,1025.6,1023.2,8.0,,6.5,16.4,No,0.0,No
8/27/11,Albury,0.8,16.8,0.0,,,WSW,31.0,ESE,W,2.0,17.0,71.0,42.0,1023.7,1019.9,,,8.2,16.4,No,0.0,No
8/28/11,Albury,0.4,16.2,0.0,,,WSW,24.0,,WNW,0.0,7.0,72.0,44.0,1022.8,1018.7,,2.0,7.3,15.8,No,0.0,No
8/29/11,Albury,1.4,15.9,0.0,,,W,26.0,W,WNW,2.0,19.0,80.0,59.0,1019.2,1018.2,,8.0,8.2,15.6,No,0.0,No
8/30/11,Albury,0.6,15.7,0.0,,,WNW,20.0,,NNW,0.0,7.0,99.0,47.0,1024.3,1022.1,,,5.4,15.0,No,0.0,No
8/31/11,Albury,0.4,15.8,0.0,,,WNW,26.0,SE,WSW,6.0,19.0,87.0,56.0,1025.4,1023.2,,,6.5,15.6,No,0.0,No
9/1/11,Albury,2.6,18.3,0.0,,,S,15.0,E,S,6.0,4.0,82.0,42.0,1025.6,1023.0,,,9.3,17.9,No,0.0,No
9/2/11,Albury,2.8,20.4,0.0,,,ESE,17.0,SE,E,7.0,7.0,65.0,31.0,1028.4,1025.3,,,10.4,19.6,No,0.0,No
9/3/11,Albury,2.6,19.6,0.0,,,NE,30.0,ESE,ENE,4.0,20.0,71.0,44.0,1028.4,1023.6,,,10.2,18.8,No,0.0,No
9/4/11,Albury,6.5,16.8,0.0,,,ENE,31.0,ENE,E,9.0,11.0,65.0,68.0,1024.2,1021.8,,,14.5,15.6,No,3.2,Yes
9/5/11,Albury,4.8,21.4,3.2,,,N,31.0,,NNE,0.0,22.0,86.0,52.0,1024.5,1020.2,4.0,,10.8,20.7,Yes,5.0,Yes
9/6/11,Albury,10.8,18.8,5.0,,,W,56.0,N,W,24.0,33.0,55.0,71.0,1014.9,1014.1,3.0,8.0,16.7,12.1,Yes,1.0,No
9/7/11,Albury,-0.1,14.4,1.0,,,NW,30.0,,WSW,0.0,17.0,78.0,44.0,1021.3,1020.2,,,7.3,13.7,No,0.0,No
9/8/11,Albury,0.4,15.9,0.0,,,WNW,22.0,SSE,NW,7.0,11.0,74.0,38.0,1022.7,1018.6,,,7.8,15.7,No,0.0,No
9/9/11,Albury,2.7,14.0,0.0,,,S,57.0,W,WSW,20.0,30.0,70.0,47.0,1013.1,1010.6,8.0,8.0,8.4,13.0,No,0.2,No
9/14/11,Albury,0.9,20.8,,,,W,33.0,ESE,WSW,9.0,15.0,83.0,42.0,1021.7,1018.3,,,9.4,20.6,,0.0,No
9/15/11,Albury,1.7,17.2,0.0,,,W,31.0,E,NW,4.0,15.0,72.0,33.0,1023.3,1020.4,,,9.7,16.9,No,0.0,No
9/16/11,Albury,4.4,20.8,0.0,,,WSW,24.0,SSE,S,6.0,7.0,78.0,50.0,1017.8,1013.9,,3.0,9.8,19.3,No,0.0,No
9/17/11,Albury,3.7,21.7,0.0,,,NE,26.0,E,NE,7.0,20.0,78.0,52.0,1017.5,1011.8,,,12.0,21.5,No,0.0,No
9/18/11,Albury,5.5,23.9,0.0,,,NNW,19.0,SE,WSW,4.0,11.0,52.0,36.0,1015.6,1015.2,,,14.7,23.2,No,0.0,No
9/19/11,Albury,5.3,26.7,0.0,,,WNW,57.0,SE,NE,9.0,22.0,70.0,36.0,1015.5,1007.0,,,14.8,26.4,No,1.0,No
9/20/11,Albury,10.1,13.6,1.0,,,W,61.0,WNW,W,31.0,22.0,73.0,70.0,1008.8,1011.2,8.0,,12.2,12.9,No,3.6,Yes
9/21/11,Albury,1.7,18.2,3.6,,,W,30.0,,WNW,0.0,17.0,99.0,53.0,1022.6,1020.3,8.0,5.0,7.8,18.0,Yes,0.0,No
9/22/11,Albury,4.4,22.1,0.0,,,ENE,30.0,E,N,9.0,13.0,81.0,36.0,1023.4,1017.4,,,12.6,21.9,No,0.0,No
9/23/11,Albury,10.0,18.4,0.0,,,W,35.0,W,WNW,17.0,22.0,65.0,39.0,1017.9,1018.1,,,14.5,17.8,No,0.0,No
9/24/11,Albury,1.9,18.3,0.0,,,SE,37.0,ESE,NW,11.0,11.0,69.0,39.0,1020.3,1016.3,,,11.8,17.9,No,1.0,No
9/25/11,Albury,8.6,19.8,1.0,,,SSE,43.0,S,E,15.0,9.0,53.0,36.0,1022.2,1020.5,,,13.7,18.9,No,0.0,No
9/26/11,Albury,3.1,19.6,0.0,,,ENE,20.0,ESE,NNE,6.0,9.0,65.0,37.0,1025.0,1019.7,,,11.7,19.0,No,0.0,No
9/27/11,Albury,7.0,21.3,0.0,,,ENE,35.0,ESE,NE,7.0,20.0,72.0,44.0,1019.9,1014.4,8.0,,13.3,20.5,No,0.6,No
9/28/11,Albury,11.5,19.2,0.6,,,WNW,83.0,ESE,ENE,9.0,19.0,69.0,93.0,1008.7,1004.9,4.0,8.0,16.9,14.3,No,28.4,Yes
9/29/11,Albury,10.7,12.3,28.4,,,NW,59.0,WNW,WNW,30.0,20.0,84.0,89.0,996.3,996.2,3.0,8.0,11.2,10.0,Yes,8.2,Yes
9/30/11,Albury,7.5,15.5,8.2,,,NW,48.0,NW,NNW,20.0,20.0,84.0,59.0,1006.1,1003.7,8.0,8.0,10.1,15.1,Yes,3.8,Yes
10/1/11,Albury,8.2,13.5,3.8,,,ENE,26.0,SE,SW,9.0,11.0,85.0,80.0,1005.8,1007.1,8.0,8.0,10.5,13.0,Yes,5.8,Yes
10/2/11,Albury,4.2,17.6,5.8,,,SSE,35.0,S,S,13.0,17.0,69.0,47.0,1018.4,1018.1,,,11.3,14.8,Yes,0.8,No
10/3/11,Albury,2.9,18.3,0.8,,,WSW,22.0,SSE,E,9.0,9.0,67.0,40.0,1024.7,1022.1,,,9.4,17.5,No,0.0,No
10/4/11,Albury,4.1,19.3,0.0,,,SSW,24.0,ESE,S,6.0,4.0,74.0,47.0,1024.9,1021.9,,1.0,10.5,19.1,No,0.0,No
10/5/11,Albury,5.6,17.8,0.0,,,ENE,19.0,SE,SSE,4.0,13.0,89.0,59.0,1020.5,1016.4,,,10.2,17.4,No,0.0,No
10/6/11,Albury,10.2,16.0,0.0,,,SW,13.0,S,S,9.0,4.0,87.0,80.0,1014.8,1012.6,,8.0,13.0,15.0,No,4.2,Yes
10/7/11,Albury,11.1,21.4,4.2,,,W,41.0,S,WSW,7.0,7.0,88.0,53.0,1013.2,1010.1,,,13.3,19.9,Yes,0.0,No
10/8/11,Albury,8.7,21.8,0.0,,,WSW,33.0,SE,W,4.0,24.0,79.0,50.0,1012.2,1009.5,,,13.5,21.3,No,0.0,No
10/9/11,Albury,10.7,18.6,0.0,,,WSW,46.0,W,WNW,13.0,28.0,89.0,57.0,1010.1,1007.4,8.0,5.0,12.6,18.4,No,2.0,Yes
10/11/11,Albury,5.9,16.7,,,,WNW,39.0,WNW,WSW,13.0,22.0,83.0,47.0,1013.9,1012.7,7.0,,9.9,15.0,,0.0,No
10/12/11,Albury,2.6,20.3,0.0,,,W,24.0,S,S,6.0,11.0,81.0,31.0,1018.8,1016.8,,,8.9,18.3,No,0.0,No
10/13/11,Albury,5.3,23.2,0.0,,,NNE,28.0,ESE,NNE,6.0,7.0,73.0,47.0,1021.2,1017.9,,,12.4,22.2,No,0.0,No
10/14/11,Albury,10.0,24.3,0.0,,,NE,28.0,ESE,NE,11.0,13.0,74.0,54.0,1017.2,1012.3,,,15.8,23.3,No,0.0,No
10/15/11,Albury,10.3,25.5,0.0,,,W,43.0,E,W,4.0,19.0,77.0,53.0,1009.9,1007.5,,8.0,17.1,23.7,No,0.0,No
10/16/11,Albury,9.1,18.7,0.0,,,W,50.0,WSW,W,24.0,33.0,58.0,34.0,1017.9,1020.5,,,12.7,17.3,No,0.0,No
10/17/11,Albury,4.3,20.3,0.0,,,W,22.0,S,ESE,11.0,7.0,64.0,29.0,1032.4,1030.9,,,10.2,18.3,No,0.0,No
10/18/11,Albury,5.2,23.7,0.0,,,NNW,22.0,SE,WNW,7.0,7.0,69.0,35.0,1033.4,1029.7,,,12.7,23.0,No,0.0,No
10/19/11,Albury,5.7,25.7,0.0,,,WSW,20.0,SSE,SSE,4.0,11.0,63.0,42.0,1030.1,1026.1,,,14.1,24.9,No,0.0,No
10/20/11,Albury,8.3,28.0,0.0,,,NE,31.0,SE,NNW,6.0,13.0,68.0,34.0,1026.8,1021.7,,,16.6,27.5,No,0.0,No
10/21/11,Albury,11.3,24.7,0.0,,,WSW,35.0,ENE,S,6.0,11.0,77.0,47.0,1023.7,1022.7,,1.0,17.9,23.6,No,0.0,No
10/22/11,Albury,13.3,25.9,0.0,,,ENE,22.0,SW,S,2.0,11.0,85.0,48.0,1023.9,1020.8,7.0,,15.6,25.3,No,0.0,No
10/23/11,Albury,11.7,30.9,0.0,,,NE,24.0,SSE,WNW,2.0,11.0,66.0,27.0,1020.7,1015.4,1.0,,18.3,30.3,No,0.0,No
10/24/11,Albury,18.0,28.4,0.0,,,W,43.0,NNW,SW,17.0,13.0,46.0,49.0,1010.0,1006.3,,,23.8,26.7,No,12.2,Yes
10/25/11,Albury,11.9,20.6,12.2,,,SE,39.0,SE,SSE,15.0,20.0,85.0,60.0,1010.8,1012.5,8.0,8.0,13.0,19.3,Yes,0.0,No
10/26/11,Albury,11.7,23.3,0.0,,,N,28.0,E,SE,7.0,9.0,57.0,46.0,1020.2,1018.3,,,16.2,21.9,No,0.0,No
10/27/11,Albury,8.8,23.8,0.0,,,E,28.0,SE,ENE,9.0,15.0,63.0,43.0,1022.5,1017.9,,,15.4,22.6,No,0.0,No
10/28/11,Albury,12.4,25.9,0.0,,,ENE,31.0,ESE,NE,11.0,19.0,80.0,56.0,1016.1,1011.5,,,16.7,24.7,No,1.2,Yes
10/29/11,Albury,16.7,25.0,1.2,,,W,44.0,N,NW,9.0,20.0,91.0,63.0,1010.4,1009.9,,8.0,18.4,24.0,Yes,0.0,No
10/30/11,Albury,9.9,20.1,0.0,,,W,50.0,WNW,W,17.0,28.0,74.0,54.0,1015.2,1015.6,1.0,,13.1,19.1,No,0.0,No
10/31/11,Albury,6.4,23.1,0.0,,,SW,30.0,SE,W,19.0,13.0,60.0,41.0,1022.8,1019.6,,,14.1,21.3,No,0.0,No
11/1/11,Albury,9.3,24.8,0.0,,,WSW,41.0,ESE,WNW,9.0,15.0,62.0,39.0,1019.8,1015.2,,,15.7,23.4,No,0.0,No
11/2/11,Albury,11.4,22.2,0.0,,,W,46.0,W,WSW,11.0,28.0,64.0,51.0,1013.9,1011.1,,,14.9,21.2,No,0.0,No
11/3/11,Albury,9.3,22.3,0.0,,,SW,39.0,SW,WNW,9.0,20.0,61.0,29.0,1013.5,1012.4,,,14.5,21.9,No,0.0,No
11/4/11,Albury,8.1,26.6,0.0,,,SW,24.0,ESE,ESE,9.0,11.0,57.0,36.0,1018.4,1015.5,,,16.0,24.5,No,0.0,No
11/5/11,Albury,9.8,29.6,0.0,,,SW,35.0,ESE,SE,11.0,17.0,72.0,36.0,1016.9,1012.5,,,18.5,28.7,No,0.0,No
11/6/11,Albury,13.8,32.9,0.0,,,NW,50.0,ESE,NNW,7.0,15.0,63.0,44.0,1011.2,1006.4,,7.0,21.7,27.1,No,5.4,Yes
11/7/11,Albury,15.8,28.5,5.4,,,E,30.0,ENE,E,4.0,17.0,83.0,47.0,1013.1,1011.0,8.0,,21.4,27.5,Yes,0.0,No
11/8/11,Albury,16.7,30.1,0.0,,,WNW,39.0,SSE,WSW,7.0,13.0,72.0,43.0,1009.9,1009.6,,,22.7,28.8,No,0.0,No
11/9/11,Albury,15.7,31.2,0.0,,,WNW,78.0,SSE,NNW,4.0,24.0,85.0,51.0,1013.4,1008.8,8.0,,19.8,28.9,No,34.8,Yes
11/10/11,Albury,13.9,22.8,34.8,,,W,61.0,WNW,W,24.0,22.0,87.0,38.0,1011.7,1015.5,8.0,1.0,15.9,21.6,Yes,0.0,No
11/11/11,Albury,9.6,25.3,0.0,,,ENE,35.0,ESE,N,7.0,13.0,72.0,30.0,1023.5,1020.3,,,16.4,24.0,No,0.0,No
11/12/11,Albury,12.5,27.0,0.0,,,W,33.0,ENE,WSW,6.0,19.0,65.0,32.0,1019.0,1016.0,,,18.8,26.7,No,0.0,No
11/13/11,Albury,13.0,28.3,0.0,,,W,31.0,SE,NNE,6.0,6.0,66.0,32.0,1015.7,1011.7,,,19.7,28.0,No,0.0,No
11/14/11,Albury,16.1,28.3,0.0,,,W,46.0,NNW,W,19.0,30.0,49.0,31.0,1006.1,1008.3,,,25.2,27.6,No,0.0,No
11/15/11,Albury,11.9,29.3,0.0,,,WNW,37.0,SSE,W,2.0,19.0,65.0,29.0,1016.4,1014.5,,,18.9,28.4,No,0.0,No
11/16/11,Albury,16.0,22.0,0.0,,,WSW,43.0,SSE,SSW,15.0,7.0,62.0,78.0,1018.3,1016.6,8.0,8.0,20.1,19.4,No,0.2,No
11/17/11,Albury,12.8,27.5,0.2,,,S,20.0,SSE,SSE,2.0,11.0,89.0,52.0,1019.2,1015.4,8.0,,17.2,26.3,No,0.0,No
11/18/11,Albury,15.1,31.9,0.0,,,NNW,31.0,E,NNW,9.0,11.0,66.0,36.0,1017.1,1013.0,,4.0,22.9,30.5,No,0.0,No
11/19/11,Albury,19.9,29.6,0.0,,,WSW,33.0,SSE,SSE,13.0,19.0,72.0,62.0,1013.4,1008.4,8.0,7.0,21.9,26.5,No,0.0,No
11/20/11,Albury,17.4,22.8,0.0,,,W,44.0,WNW,WNW,28.0,24.0,92.0,44.0,1011.4,1013.6,8.0,,17.5,20.7,No,0.0,No
11/21/11,Albury,8.1,23.5,0.0,,,W,33.0,ENE,WSW,4.0,19.0,54.0,36.0,1018.1,1014.3,,,17.0,22.6,No,2.6,Yes
11/22/11,Albury,11.9,22.7,2.6,,,N,31.0,S,NNW,2.0,7.0,76.0,39.0,1012.3,1009.8,,,14.7,22.2,Yes,0.0,No
11/23/11,Albury,10.0,24.4,0.0,,,SE,37.0,SE,SE,19.0,17.0,53.0,30.0,1017.9,1017.3,,,17.5,23.5,No,0.0,No
11/24/11,Albury,10.8,26.0,0.0,,,,,SE,,19.0,,44.0,,1024.5,,,,17.2,,No,11.0,Yes
11/25/11,Albury,15.0,20.0,11.0,,,,,SSE,,11.0,,99.0,,1020.1,,8.0,,15.0,,Yes,44.0,Yes
11/26/11,Albury,15.0,25.0,44.0,,,,,NE,,13.0,,83.0,,1006.2,,3.0,,20.0,,Yes,14.0,Yes
11/27/11,Albury,15.0,27.0,14.0,,,,,W,,15.0,,76.0,,1009.4,,7.0,,16.6,,Yes,0.0,No
11/28/11,Albury,12.0,31.5,0.0,,,NNE,35.0,E,NW,11.0,11.0,72.0,29.0,1016.0,1013.3,,,20.9,29.6,No,0.0,No
11/29/11,Albury,18.4,35.9,0.0,,,W,59.0,E,N,9.0,22.0,68.0,22.0,1012.7,1007.1,1.0,1.0,22.5,34.8,No,16.6,Yes
11/30/11,Albury,19.2,21.6,16.6,,,WSW,48.0,WNW,WNW,26.0,15.0,66.0,87.0,1006.8,1013.0,,8.0,21.1,15.6,Yes,2.8,Yes
12/1/11,Albury,7.2,22.9,2.8,,,WSW,31.0,SE,WSW,7.0,11.0,55.0,32.0,1021.7,1019.7,,,13.8,20.8,Yes,0.0,No
12/2/11,Albury,10.6,23.6,0.0,,,SE,39.0,SE,NW,20.0,6.0,49.0,38.0,1022.5,1018.7,,,15.6,22.7,No,0.0,No
12/3/11,Albury,10.2,27.1,0.0,,,W,24.0,NNE,WNW,9.0,7.0,53.0,34.0,1019.2,1014.8,,3.0,18.0,25.3,No,0.0,No
12/4/11,Albury,9.7,22.9,0.0,,,SE,48.0,SSE,SE,28.0,15.0,50.0,35.0,1015.8,1014.8,,,16.9,21.4,No,0.0,No
12/5/11,Albury,9.6,22.5,0.0,,,ESE,43.0,SE,SE,24.0,20.0,46.0,35.0,1021.3,1017.0,,,15.2,21.6,No,0.0,No
12/6/11,Albury,8.5,25.0,0.0,,,NW,43.0,E,S,11.0,9.0,54.0,36.0,1018.9,1014.4,,,16.4,22.6,No,0.0,No
12/7/11,Albury,12.6,26.6,0.0,,,W,28.0,NNE,SSW,17.0,13.0,49.0,38.0,1014.9,1010.4,,,18.3,25.2,No,0.0,No
12/8/11,Albury,15.0,29.0,0.0,,,SSE,46.0,ESE,NE,9.0,6.0,62.0,37.0,1012.6,1009.5,,,20.8,27.7,No,0.0,No
12/9/11,Albury,13.6,29.1,0.0,,,ENE,33.0,SE,ENE,11.0,13.0,62.0,32.0,1012.6,1009.3,,,20.7,28.4,No,0.0,No
12/10/11,Albury,17.8,25.1,0.0,,,N,37.0,SSE,ESE,7.0,9.0,72.0,58.0,1009.7,1005.8,8.0,8.0,20.1,24.3,No,12.2,Yes
12/11/11,Albury,15.8,28.3,12.2,,,W,37.0,SSE,SW,9.0,19.0,94.0,55.0,1004.3,1000.7,7.0,6.0,18.3,25.6,Yes,0.0,No
12/12/11,Albury,10.9,26.7,0.0,,,W,35.0,E,W,2.0,11.0,63.0,43.0,1006.5,1004.4,,2.0,18.3,25.6,No,0.0,No
12/13/11,Albury,12.6,24.6,0.0,,,SE,43.0,S,SSW,15.0,13.0,49.0,36.0,1009.1,1008.1,,2.0,19.0,24.5,No,0.0,No
12/14/11,Albury,11.0,25.0,0.0,,,S,28.0,SSE,SE,19.0,13.0,51.0,36.0,1015.2,1013.4,,,17.2,23.6,No,0.0,No
12/15/11,Albury,11.7,27.7,0.0,,,SE,22.0,SE,SSE,11.0,9.0,54.0,35.0,1017.3,1014.3,,,19.4,26.1,No,0.0,No
12/16/11,Albury,14.2,28.9,0.0,,,SE,35.0,ESE,ENE,7.0,11.0,67.0,43.0,1018.6,1015.6,4.0,,20.0,27.5,No,0.0,No
12/17/11,Albury,14.0,30.7,0.0,,,SE,30.0,SSE,N,11.0,11.0,67.0,35.0,1019.8,1015.4,,1.0,21.2,28.9,No,0.0,No
12/18/11,Albury,19.3,25.6,0.0,,,NNE,43.0,NE,NE,17.0,28.0,43.0,50.0,1014.2,1010.4,,8.0,22.6,23.6,No,3.6,Yes
12/19/11,Albury,18.7,27.8,3.6,,,NNE,44.0,N,WNW,15.0,19.0,84.0,47.0,1007.2,1005.3,8.0,7.0,20.7,25.9,Yes,0.0,No
12/20/11,Albury,13.4,29.9,0.0,,,SE,24.0,SE,ENE,13.0,7.0,60.0,37.0,1012.7,1011.3,,,20.9,28.6,No,0.0,No
12/21/11,Albury,18.6,28.5,0.0,,,ENE,39.0,SE,E,13.0,13.0,56.0,47.0,1015.3,1013.1,,1.0,21.7,26.0,No,0.6,No
12/22/11,Albury,16.4,29.6,0.6,,,ESE,30.0,SE,SE,13.0,9.0,63.0,42.0,1015.9,1012.3,,,20.9,28.0,No,0.0,No
12/23/11,Albury,15.2,31.3,0.0,,,S,44.0,SSE,SE,7.0,6.0,72.0,33.0,1014.2,1010.9,,,21.2,29.5,No,0.0,No
12/24/11,Albury,16.0,33.1,0.0,,,SE,54.0,SE,SSE,2.0,13.0,58.0,34.0,1013.3,1009.6,,,23.8,32.1,No,5.2,Yes
12/25/11,Albury,17.4,26.6,5.2,,,SW,52.0,SE,N,9.0,9.0,68.0,93.0,1009.8,1007.9,,,22.1,20.3,Yes,9.0,Yes
12/26/11,Albury,17.0,29.4,9.0,,,SE,48.0,NE,SW,6.0,24.0,81.0,48.0,1005.6,1002.6,,,21.2,28.2,Yes,0.0,No
12/27/11,Albury,15.0,29.0,0.0,,,SW,26.0,SSE,ENE,9.0,6.0,69.0,45.0,1009.9,1008.0,,,19.9,26.5,No,0.0,No
12/28/11,Albury,15.2,29.4,0.0,,,WNW,26.0,SE,WSW,15.0,13.0,50.0,40.0,1012.7,1010.2,,,20.0,26.6,No,0.0,No
12/29/11,Albury,13.8,29.7,0.0,,,SSE,22.0,SSE,SSE,11.0,11.0,49.0,28.0,1014.5,1012.5,,,20.8,27.9,No,0.0,No
12/30/11,Albury,15.0,30.4,0.0,,,SSE,22.0,SE,SSE,13.0,11.0,50.0,33.0,1018.1,1015.9,,,20.9,28.4,No,0.0,No
12/31/11,Albury,15.8,31.8,0.0,,,WSW,31.0,E,W,6.0,24.0,54.0,36.0,1019.8,1015.9,,,22.6,29.3,No,0.0,No
1/1/12,Albury,15.7,34.9,0.0,,,SSW,30.0,SSE,SSW,6.0,7.0,61.0,27.0,1016.5,1013.2,,,24.2,33.4,No,0.0,No
1/2/12,Albury,17.8,36.0,0.0,,,SSW,24.0,ESE,S,9.0,15.0,57.0,30.0,1016.5,1012.9,,,25.5,35.0,No,0.0,No
1/3/12,Albury,19.7,38.9,0.0,,,NW,43.0,SE,W,7.0,15.0,55.0,21.0,1015.7,1011.8,,,26.5,38.8,No,0.0,No
1/4/12,Albury,20.5,32.5,0.0,,,W,35.0,W,W,7.0,9.0,60.0,41.0,1012.2,1011.7,,,24.5,30.4,No,0.4,No
1/5/12,Albury,13.3,30.6,0.4,,,W,35.0,SE,SW,6.0,17.0,59.0,23.0,1014.9,1011.6,,,20.9,29.2,No,0.0,No
1/6/12,Albury,12.6,29.2,0.0,,,SSE,31.0,SE,SSW,20.0,13.0,43.0,21.0,1015.0,1012.3,,,18.9,26.8,No,0.0,No
1/7/12,Albury,11.7,33.4,0.0,,,NNE,31.0,ENE,NE,15.0,9.0,47.0,19.0,1011.7,1007.5,,,21.6,30.7,No,5.6,Yes
1/8/12,Albury,19.1,26.1,5.6,,,NNW,39.0,NNE,WSW,11.0,13.0,91.0,85.0,1006.3,1002.1,,,20.0,22.6,Yes,3.8,Yes
1/9/12,Albury,12.7,24.6,3.8,,,W,43.0,WNW,W,20.0,28.0,56.0,33.0,1010.1,1009.4,,,16.5,23.3,Yes,0.0,No
1/10/12,Albury,10.8,24.8,0.0,,,NW,50.0,W,W,17.0,30.0,57.0,30.0,1011.2,1008.7,,1.0,17.9,23.5,No,0.4,No
1/11/12,Albury,12.0,19.5,0.4,,,SW,69.0,W,WSW,22.0,39.0,85.0,34.0,1006.8,1008.6,8.0,3.0,13.5,18.9,No,1.2,Yes
1/12/12,Albury,6.2,25.0,1.2,,,S,39.0,ESE,N,4.0,9.0,52.0,34.0,1017.9,1015.6,,,14.8,22.3,Yes,0.0,No
1/13/12,Albury,9.9,28.3,0.0,,,WNW,31.0,SSE,WSW,7.0,19.0,62.0,31.0,1016.4,1013.3,,,16.6,26.5,No,0.0,No
1/14/12,Albury,13.3,29.4,0.0,,,SE,31.0,SSE,ESE,19.0,15.0,49.0,26.0,1015.2,1012.6,,,19.5,27.7,No,0.0,No
1/15/12,Albury,15.1,31.0,0.0,,,NNE,41.0,SE,SSE,15.0,9.0,52.0,37.0,1017.6,1014.5,,2.0,20.7,29.7,No,0.0,No
